ano;mes;mes_nome;orgao_codigo;orgao_nome;unidade_codigo;unidade_nome;fonte_recurso_codigo;fonte_recurso_nome;categoria_receita_codigo;categoria_receita_nome;fonte_origem_receita_codigo;fonte_origem_receita_nome;subfonte_receita_codigo;subfonte_receita_nome;rubrica_receita_codigo;rubrica_receita_nome;alinea_receita_codigo;alinea_receita_nome;subalinea_receita_codigo;subalinea_receita_nome;receita_local_codigo;receita_local_nome;receita_prevista;receita_prevista_acrescimo;receita_prevista_atualizada;receita_arrecadada
2017;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0102;CONVÊNIOS E ACORDOS A FUNDO PERDIDO (PREFEITURA RECIFE);2;RECEITAS DE CAPITAL;4;TRANSFERÊNCIAS DE CAPITAL;7;TRANSFERÊNCIA DE CONVÊNIO;2;TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS E DO DISTRITO FEDERAL E DE SUAS ENTIDADES;99;OUTRAS TRANSFERÊNCIAS DE CONVÊNIO DOS ESTADOS;00;OUTRAS TRANSFERÊNCIAS DE CONVÊNIO DOS ESTADOS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;26231500,00;0,00;26231500,00;0,00
2017;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0102;CONVÊNIOS E ACORDOS A FUNDO PERDIDO (PREFEITURA RECIFE);2;RECEITAS DE CAPITAL;4;TRANSFERÊNCIAS DE CAPITAL;7;TRANSFERÊNCIA DE CONVÊNIO;1;TRANSFERÊNCIA DE CONVÊNIOS DA UNIÃO E DE SUAS ENTIDADES;99;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO;00;OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DA UNIÃO;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;438247500,00;0,00;438247500,00;0,00
2017;1;Janeiro;15;SECRETARIA DE FINANÇAS;15.01;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO DIRETA;0103;OPERAÇÕES DE CRÉDITO;2;RECEITAS DE CAPITAL;1;OPERAÇÕES DE CRÉDITO;2;OPERAÇÕES DE CRÉDITO EXTERNAS;3;OPERAÇÕES DE CRÉDITO EXTERNAS - CONTRATUAIS;99;OUTRAS OPERAÇÕES DE CRÉDITO EXTERNAS - CONTRATUAIS;00;OUTRAS OPERAÇÕES DE CRÉDITO EXTERNAS - CONTRATUAIS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;217000000,00;0,00;217000000,00;0,00
2017;2;Fevereiro;45;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO SUPERVISIONADA;45.01;EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL;0241;RECURSOS PRÓPRIOS (ADM. SUPERVISIONADA);7;RECEITAS CORRENTES INTRAORÇAMENTÁRIAS;6;RECEITA DE SERVIÇOS;0;SERVIÇOS DE PROCESSAMENTO DE DADOS;0;SERVIÇOS DE PROCESSAMENTO DE DADOS;08;SERVIÇOS DE PROCESSAMENTO DE DADOS;00;SERVIÇOS DE PROCESSAMENTO DE DADOS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;0,00;1978392,00;1978392,00;0,00
2017;10;Outubro;45;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO SUPERVISIONADA;45.01;EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL;0241;RECURSOS PRÓPRIOS (ADM. SUPERVISIONADA);7;RECEITAS CORRENTES INTRAORÇAMENTÁRIAS;6;RECEITA DE SERVIÇOS;0;SERVIÇOS DE PROCESSAMENTO DE DADOS;0;SERVIÇOS DE PROCESSAMENTO DE DADOS;08;SERVIÇOS DE PROCESSAMENTO DE DADOS;00;SERVIÇOS DE PROCESSAMENTO DE DADOS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;0,00;261164,36;261164,36;0,00
2017;1;Janeiro;45;SECRETARIA DE FINANÇAS - ADMINISTRAÇÃO SUPERVISIONADA;45.01;EMPRESA MUNICIPAL DE INFORMÁTICA - EMPREL;0241;RECURSOS PRÓPRIOS (ADM. SUPERVISIONADA);1;RECEITAS CORRENTES;9;OUTRAS RECEITAS CORRENTES;2;INDENIZACOES E RESTITUICOES;2;RESTITUICOES;99;OUTRAS RESTITUIÇÕES;00;OUTRAS RESTITUIÇÕES;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;400000,00;0,00;400000,00;0,00
2017;1;Janeiro;48;SECRETARIA DE SAÚDE - ADMINISTRAÇÃO SUPERVISIONADA;48.01;FUNDO MUNICIPAL DE SAÚDE - FMS;0242;CONVÊNIOS E ACORDOS A FUNDO PERDIDO (ADM. SUPERV.);1;RECEITAS CORRENTES;3;RECEITA PATRIMONIAL;2;RECEITAS DE VALORES MOBILIARIOS;5;RENUMERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;473000,00;0,00;473000,00;0,00
2017;12;Dezembro;48;SECRETARIA DE SAÚDE - ADMINISTRAÇÃO SUPERVISIONADA;48.01;FUNDO MUNICIPAL DE SAÚDE - FMS;0244;TRANSFERÊNCIAS DO SUS;1;RECEITAS CORRENTES;7;TRANSFERÊNCIAS CORRENTES;2;TRANSFERENCIAS INTERGOVERNAMENTAIS;1;TRANSFERENCIAS DA UNIAO;33;TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS- REPASSE FUNDO A FUNDO;00;TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;0,00;3210000,00;3210000,00;0,00
2017;1;Janeiro;50;SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS - ADMINISTRAÇÃO SUPERVISIONADA;50.02;EMPRESA DE MANUTENÇÃO E LIMPEZA URBANA - EMLURB;0241;RECURSOS PRÓPRIOS (ADM. SUPERVISIONADA);1;RECEITAS CORRENTES;6;RECEITA DE SERVIÇOS;0;RECEITA DE SERVIÇOS;0;RECEITA DE SERVIÇOS;13;SERVICOS ADMINISTRATIVOS;02;SERVIÇOS DE VENDA DE EDITAIS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;1000,00;0,00;1000,00;0,00
2017;1;Janeiro;53;SECRETARIA DE SANEAMENTO - ADMINISTRAÇÃO SUPERVISIONADA;53.02;FUNDO MUNICIPAL DE SANEAMENTO - FMSAN;0242;CONVÊNIOS E ACORDOS A FUNDO PERDIDO (ADM. SUPERV.);1;RECEITAS CORRENTES;3;RECEITA PATRIMONIAL;2;RECEITAS DE VALORES MOBILIARIOS;5;RENUMERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;500000,00;0,00;500000,00;0,00
2017;1;Janeiro;59;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIRETOS HUMANOS - ADMINISTRAÇÃO SUPERVISIONADA;59.01;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS;0243;TRANSFERÊNCIAS DO FEAS;1;RECEITAS CORRENTES;3;RECEITA PATRIMONIAL;2;RECEITAS DE VALORES MOBILIARIOS;5;RENUMERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;89000,00;0,00;89000,00;0,00
2017;1;Janeiro;59;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIRETOS HUMANOS - ADMINISTRAÇÃO SUPERVISIONADA;59.01;FUNDO MUNICIPAL DE ASSISTÊNCIA SOCIAL - FMAS;0245;TRANSFERÊNCIAS DO FNAS;1;RECEITAS CORRENTES;3;RECEITA PATRIMONIAL;2;RECEITAS DE VALORES MOBILIARIOS;5;RENUMERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;421000,00;0,00;421000,00;0,00
2017;1;Janeiro;59;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIRETOS HUMANOS - ADMINISTRAÇÃO SUPERVISIONADA;59.02;INSTITUTO DE ASSISTÊNCIA SOCIAL E CIDADANIA - IASC;0241;RECURSOS PRÓPRIOS (ADM. SUPERVISIONADA);1;RECEITAS CORRENTES;3;RECEITA PATRIMONIAL;2;RECEITAS DE VALORES MOBILIARIOS;5;RENUMERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;00;REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS;0000;SEM PREVISÃO INICIAL PARA ESSA CLASSIFICAÇÃO;35000,00;0,00;35000,00;0,00
