ID_UNIDADE_GESTORA,DEDUCAO_RECEITA,CATEGORIA_RECEITA,ORIGEM_RECEITA,ESPECIE_RECEITA,ANO_REFERENCIA,MES,VALOR_PREVISTO,VALOR_LANCAMENTO,ESFERA,DESCRICAO
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,3566.67,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,130.77,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,261.68,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,14266.59,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,859.05,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,4929.34,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,664.80,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1707.57,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,3667.98,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,326.89,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,20619.81,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,6497.45,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,13544.24,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1000.81,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,68491.06,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,6330.21,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,43647.57,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1049.23,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1030.57,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1167.36,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1055.28,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1166.53,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2838.28,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,5503.31,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,20508.99,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,20973.77,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,16024.29,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1959.39,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,39734.91,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,41758.64,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2493.30,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,9013.88,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,19.74,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,15620.68,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,20939.48,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,15142.03,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,7400.71,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,4382.90,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2652.61,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2652.61,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2652.61,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,322.13,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,75258.02,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,11.25,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,5.48,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2193.65,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,38079.23,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2038.54,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2236.35,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,9504.95,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,102867.64,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1375.90,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,239.76,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,14.60,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,14.60,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2003.93,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,551.20,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2116.09,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,63878.11,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2107.15,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,12294.06,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,17254.68,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,14470.85,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,191740.96,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1266.63,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,245.93,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,853.62,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1913.45,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,31.46,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,39264.26,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,4258.83,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,733.07,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,38086.53,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,8404.92,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,3437.95,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,18112.22,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,19997.02,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1233.61,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1308.86,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1297.32,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,588.89,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,8493.74,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,5359.52,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,35.81,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,6854.56,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,55.12,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,1.42,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,1.76,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,7.18,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,127.24,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,20.90,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,149.25,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,1115.26,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,5457.39,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,915.87,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,7651.64,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,4894.46,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
440702,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,1,0,9359.89,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
